name,nomer,address,kota,keyword,is_wa,sudah,
"warung sate gule tongseng kambing muda ,pak sugeng.",081236184987,"MGW2+4RH, ds, sumber pandan, dpn jln pemuda, Krajan, Pandanrejo, Kec. Pagak, Kabupaten Malang, Jawa Timur 65168",kabupaten malang,warung kambing,ada,
Warung sate ayam & kambing ꦮꦫꦸꦔꦱꦠꦺꦄꦪꦩ꧀ꦭꦤ꧀ꦩꦺꦤ꧀ꦢ,0882009548940,"Jl. Garuda No.28, Permanu, Kec. Pakisaji, Kabupaten Malang, Jawa Timur 65162",kabupaten malang,warung kambing,tidak,
Warung Sate Kambing,088107945770,"Jl. Kauman, Sonosari, Kebonagung, Kec. Pakisaji, Kabupaten Malang, Jawa Timur 65162",kabupaten malang,warung kambing,tidak,
Warung Sate Gule Kambing Uhud,085854477948,"QFR6+324, Jalan Toplasan, RT.11/RW.03, Kaliadem, Kalipare, Kec. Kalipare, Kabupaten Malang, Jawa Timur 65166",kabupaten malang,warung kambing,tidak,
Warung sate ayam dan kambing,085746998526,"Jl. Raya Tumpangrejo, Tumpangrejo, Kebobang, Kec. Wonosari, Kabupaten Malang, Jawa Timur 65164",kabupaten malang,warung kambing,ada,
Warung Juragan Kambing,085732867799,"Jl. Raya Sudimoro No.44, Sudimoro Krajan, Sudimoro, Kec. Bululawang, Kabupaten Malang, Jawa Timur 65171",kabupaten malang,warung kambing,ada,
WARUNGE MBAH JOYO,0341795415,"Boko, Asrikaton, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154",kabupaten malang,warung kambing,,
Warung Kambing Pedas Gunung Kawi,081555892714,"Jl. Raya Kebobang, RT.05/RW.03, Wonosari, Kec. Wonosari, Kabupaten Malang, Jawa Timur 65164",kabupaten malang,warung kambing,ada,
Warung 88 (Sate Gule Kambing),,"4H4V+RR9, Jl. Panglima Sudirman, Karangploso, Girimoyo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152",kabupaten malang,warung kambing,,
Warung Sate & Gule Kambing Bang Saleh,08123699009,"Jl. Raya Tirtomarto No.Rt. 09, Bahroto, Rw03, Kec. Ampelgading, Kabupaten Malang, Jawa Timur 65183",kabupaten malang,warung kambing,ada,
Warung Sate Kambing Bu Tutik,085100767736,"Jl. DR. Cipto No.46, Sengkkrajan, Bedali, Kec. Lawang, Kabupaten Malang, Jawa Timur 65215",kabupaten malang,warung kambing,tidak,
Warung Sate Ayam Kambing Gule,0341835565,"XJ8G+8P8, Jl. Adimulyo, Kendal Payak, Kendalpayak, Kec. Pakisaji, Kabupaten Malang, Jawa Timur 65162",kabupaten malang,warung kambing,,
SATE GULE AQIQAH MALANG DOUBLE M,085777793793,"Jl. Raya Singosari, Pangetan, Pagentan, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,ada,
Warung Sate dan Gule Kambing H. Sopyan (Cabang Babat),081334012343,"Jl. Sidomakmur No.83, Jetak Lor, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kabupaten malang,warung kambing,ada,
Warung Sate Sederhana Bu Tutik,081931346242,"Jl. Raya Randuagung No.268, Karangjati, Randuangung, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,ada,
"Warung RAN Sate Ayam, Kambing",,"Jl. Diponegoro No.81, Ardirejo, Kec. Kepanjen, Kabupaten Malang, Jawa Timur 65163",kabupaten malang,warung kambing,,
WARUNG HIKMAH SATE AYAM DAN KAMBING,,"5MCW+5HV, Jl. Panglima Sudirman, Lawang, Kec. Lawang, Kabupaten Malang, Jawa Timur 65211",kabupaten malang,warung kambing,,
Warung D.R (Sate dan Gule),085954498529,"Jl. Raya Genengan No.538, Jatirejo, Genengan, Kec. Pakisaji, Kabupaten Malang, Jawa Timur 65162",kabupaten malang,warung kambing,tidak,
Sate ayam kambing madura cak war,,"Jl. Kertanegara No.148, Candirenggo, Pagentan, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,,
"Warung ""Raya""",081230030888,"Jl. Raya Tumapel No.97, Pangetan, Pagentan, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,ada,
Warung Sate & Gule Kambing Kebon Agung,085100714576,"Jl. Raya Kebonagung No.118, Sonosari, Kebonagung, Kec. Pakisaji, Kabupaten Malang, Jawa Timur 65162",kabupaten malang,warung kambing,ada,
"SATE GULE ayam & kambing ""sam agus""",081216874517,"3HJR+J4W, Jl. Raya Jetis, Jetis, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kabupaten malang,warung kambing,tidak,
Warung Sate Kambing-ayam Gule P. Asnan,,"5F3F+J7X, Jl. Brigjend Abd Manan Wijaya, Gesingan, Pujon Lor, Kec. Pujon, Kabupaten Malang, Jawa Timur 65391",kabupaten malang,warung kambing,,
Warung Sate dan Gule Kambing AL-MARGANI (Sate Klaseman),,"Jl. Raya Candi II No.6-14, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65146",kabupaten malang,warung kambing,,
Pak Asmuni Sate Kambing & Sate Ayam,03418186361,"WMC2+Q57, Jalan Kedungkandang, Bululawang, Kec. Bululawang, Kabupaten Malang, Jawa Timur 65132",kabupaten malang,warung kambing,,
Sate Kelinci Kuda dan Kambing,08123229523,"Jl. Raya Singosari, Losari, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,tidak,
Warung Sate Kambing Rachmad,,"Jl. Besar Ijen No.70-60, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119",kabupaten malang,warung kambing,,
Sate kambing & ayam madura,082337233858,"RFVF+5FP, Dusun Suko, Sumberpucung, Kec. Sumberpucung, Kabupaten Malang, Jawa Timur 65165",kabupaten malang,warung kambing,ada,
Sate & Gule Kambing Pak Salim,081334322299,"Jl. Jend. Sudirman No.87, Dusun Pakel, Sumberpucung, Kec. Sumberpucung, Kabupaten Malang, Jawa Timur 65165",kabupaten malang,warung kambing,ada,
Sate Ayam & Kambing Pak Mukti,,"Jl. Panglima Sudirman No.103, Lawang, Kec. Lawang, Kabupaten Malang, Jawa Timur 65211",kabupaten malang,warung kambing,,
Soto Kambing Saben Ketangi,,"Dusun Ketangi, RT. 39 / RW. 08, Tegalgondo, Karangploso, Ketani, Tegalgondo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65143",kabupaten malang,warung kambing,,
Sate Ayam Kambing Gule,,"Jl. Raya Sukoraharjo No.474, Legok, Sukoharjo, Kec. Kepanjen, Kabupaten Malang, Jawa Timur 65163",kabupaten malang,warung kambing,,
Warung Sate Ayam Kambing Madura Indah,085388898134,"Jl. Panglima Sudirman No.175, Wajak, Kec. Wajak, Kabupaten Malang, Jawa Timur 65173",kabupaten malang,warung kambing,ada,
"Sate Barokah, Ayam & Kambing + Gule Pak Hasan",,"Jl. Sultan Agung No.95, Kepanjen, Kec. Kepanjen, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,,
Warung Kambing Jowo Gibas,,"5F5C+4X9, Jl. Mahesa, RT.10/RW.05, Maron, Pujon Lor, Kec. Pujon, Kabupaten Malang, Jawa Timur 65391",kabupaten malang,warung kambing,,
Sate Ku Warung Sate Dan Gule Mbah man,082137333373,"Unnamed Road, 65151, Dusun Bend., Landungsari, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kabupaten malang,warung kambing,ada,
Sate ayam dan kambing 28,,"Jl. Raya Sengkaling No.86, Jetis, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kabupaten malang,warung kambing,,
Cabang Pak Dul Wates Sate Ayam Kambing Madura,,"Jl. Raya Tulus Ayu No.173, Krajan, Tulusbesar, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156",kabupaten malang,warung kambing,,
Sate ayam dan kambing pak revan,087864892790,"Jl Randuagung dusun gondang utara rt3 rw6 7, Gondang, Randuangung, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,ada,
Warung Sate Gule Cak Sutris,082233945274,"Jl. Mayjen Sungkono, Dusun Sidomulyo, Sempalwadak, Kec. Bululawang, Kabupaten Malang, Jawa Timur 65171",kabupaten malang,warung kambing,tidak,
Sate kambing dan ayam,082141888859,"Jl. Raya Langlang No.28, Langlang II, Langlang, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,tidak,
"Sate & Gule Kambing "" Barokah""",081336700943,"Jl. Sumber Pasir No.214, Ngerangin, Sumberpasir, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154",kabupaten malang,warung kambing,ada,
Sate kambing dan sop bu siti,,"Jl. Raya Sekarpuro No.40, Wiagan, Sekarpuro, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154",kabupaten malang,warung kambing,,
Warung Sate-Kambing Abah Acil,,"3J44+C3C, Jalan Tlogomas, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kabupaten malang,warung kambing,,
SATE Ayam & Kambing MAS SULTON,081233517172,"Jl. Raya Karangduren Permai perumahan karang duren permai No.depan, Golek, Karangduren, Kec. Pakisaji, Kabupaten Malang, Jawa Timur 65162",kabupaten malang,warung kambing,ada,
"Sate & Gule Kambing "" Barokah """,,"Jl. Sumber Pasir No.214, Ledoksari, Tumpang, Kec. Pakis, Kabupaten Malang, Jawa Timur 65156",kabupaten malang,warung kambing,,
Warung Sate Pak Udin,,"VH46+JXW, Cepokomulyo, Kec. Kepanjen, Kabupaten Malang, Jawa Timur 65163",kabupaten malang,warung kambing,,
WARUNG SATE HAMDALAH krebet,085234194948,"Jl. Raya Krebet No.47, Krebet, Kec. Bululawang, Kabupaten Malang, Jawa Timur 65137",kabupaten malang,warung kambing,ada,
Sate kambing TOZ,,"Blok 76, Druju, Kec. Sumbermanjing Wetan, Kabupaten Malang, Jawa Timur 65176",kabupaten malang,warung kambing,,
"Soto Kambing *delifa""",,"Toyomerto, Wonoagung, Kec. Kasembon, Kabupaten Malang, Jawa Timur 65393",kabupaten malang,warung kambing,,
"Warung ECO ""Mak Nyak"" Soto Kambing",,"Jl. Candi Panggung Bar. No.61-62, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",kabupaten malang,warung kambing,,
Sate ayam dan kambing khas Madura cak jie,,"QJJR+2FQ, Ardirejo, Sidorejo, Kec. Pagelaran, Kabupaten Malang, Jawa Timur 65174",kabupaten malang,warung kambing,,
Sate Kambing & Kelinci,,"Taman Rekreasi Sengkaling, Jl. Raya Sengkaling, Sengkaling, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kabupaten malang,warung kambing,,
Depot Hidayah Sate Gule Kambing,082339748885,"QM3J+FG9, Jalan Raya, Druju, Sumbermanjing Wetan, Malang Regency, East Java 65176",kabupaten malang,warung kambing,ada,
Sate ayam & kambing + gulai pak slamet,082114984258,"MFXW+3CC, Jl. Ps., Kulon Kali, Sumbermanjing Kulon, Kec. Pagak, Kabupaten Malang, Jawa Timur 65168",kabupaten malang,warung kambing,ada,
Susu kambing Arjowilangun,,"RCFF+7CF, Jl. Bengkok, Barisan, Arjowilangun, Kec. Kalipare, Kabupaten Malang, Jawa Timur 65166",kabupaten malang,warung kambing,,
"Warung Sate & Gule ""CAK MUL""",,"5M8V+G7R, Jl. Tawang Argo, Lawang, Kec. Lawang, Kabupaten Malang, Jawa Timur 65214",kabupaten malang,warung kambing,,
Sate ayam & kambing pal,,"Jl. Moh. Hatta No.99, Ardirejo, Sidorejo, Kec. Pagelaran, Kabupaten Malang, Jawa Timur 65174",kabupaten malang,warung kambing,,
Sate ayam dan kambing Madura,,"4M9F+GVJ, Jl. Sempol, Sempol, Ardimulyo, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,,
Sate Ayam & Kambing Cak Leh,,"Jl. Panglima Sudirman No.1A, Ketawang, Ngadilangkung, Kec. Kepanjen, Kabupaten Malang, Jawa Timur 65163",kabupaten malang,warung kambing,,
Sate Ayam & Kambing,,"Jl. Kalpataru No.141, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kabupaten malang,warung kambing,,
Sate Kambing & Ayam Madura,,"Jl. Nasional 23 No.40, Ketawang, Ngadilangkung, Kec. Kepanjen, Kabupaten Malang, Jawa Timur 65163",kabupaten malang,warung kambing,,
Warung Kuning Asri,081555868875,"Jl. Sidomakmur No.133, Jetak Ngasri, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kabupaten malang,warung kambing,tidak,
Sate Ayam & Kambing Gedok,,"Jl. Hamid Rusdi No.16, Jatirenggo, Talok, Kec. Turen, Kabupaten Malang, Jawa Timur 65175",kabupaten malang,warung kambing,,
Warung Sate Ayam-Kambing Madura (Pak Sawir),083834666703,"5F4C+4WQ, Maron, Pujon Lor, Kec. Pujon, Kabupaten Malang, Jawa Timur 65391",kabupaten malang,warung kambing,ada,
Warung Sate H.Heri,081359589058,"Jl. Raya Talang Agung, Talangagung, Kec. Kepanjen, Kabupaten Malang, Jawa Timur 65163",kabupaten malang,warung kambing,ada,
Soto Kambing Embongan Mek 7000,082234838604,"Jl. Cemp. Ungu No.10, Sanan, Watugede, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,ada,
Al Fahri,085607824346,"Jl. Griya Permata Alam No.13, Perun Gpa, Ngijo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152",kabupaten malang,warung kambing,ada,
SOTO KAMBING SENGKALING,081216006201,"Jl. Raya Sengkaling No.272, Sengkaling, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kabupaten malang,warung kambing,tidak,
Soto Kambing Pak Thosim,,"3HRX+G2C, Perum Griya Sampurna, Ampeldento, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152",kabupaten malang,warung kambing,,
Sate Ayam Dan Kambing Pak Usman,087899711721,"Jl. Pertamanan no. 9. Kepuharjo, Wringin Anom, Ngijo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152",kabupaten malang,warung kambing,tidak,
Sate ayam dan kambing,,"QHCX+8FQ, Wonokerto Krajan, Wonokerto, Kec. Bantur, Kabupaten Malang, Jawa Timur 65179",kabupaten malang,warung kambing,,
Nasi goreng kambing enake food sam sugab,085808229537,"Jl. Rogonoto No.243, Damean, Tamanharjo, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,tidak,
Sate Legenda - Sate Kambing - Sate Kelinci - Chicken Steak - Gule Kambing - Nasi Kebuli - Bebek Goreng - Malang,085746000320,"Jl. Jara'an RT 22 RW 06, Karang Juwet, Bonowarih, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152",kabupaten malang,warung kambing,ada,
Sate Ayam Kambing Pak Dul Madura,0341786553,"XQ59+6HG, Jl. Raya Karangnongko, Robyong, Wonomulyo, Kec. Poncokusumo, Kabupaten Malang, Jawa Timur 65157",kabupaten malang,warung kambing,,
"Sate Ayam Dan Kambing ""Mbak Naya""",087888333944,"Jl. Raya Jeru No.99, Krajan, Jeru, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156",kabupaten malang,warung kambing,ada,
Depot 29,0341458257,"Jl. Raya Randuagung No.83, Karangkunci, Randuangung, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,,
Waroeng Sate Gule H. Abu Bakar,085101900292,"Ruko Tumpang Makmur, Jl. Raya Kebonsari Kav.8, Ledoksari, Tumpang, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156",kabupaten malang,warung kambing,ada,
Warung Sate Gule Kambing Dan Ayam,085259486123,"Jl. Raya Dadaprejo No.115, Dadaprejo, Kec. Junrejo, Kota Batu, Jawa Timur 65233",kabupaten malang,warung kambing,tidak,
Sate Ayam Kambing Pak Dul Madura,0341786553,"XQC8+QW9, Jalan Raya, Belung Dua, Belung, Poncokusumo, Malang Regency, East Java 65157",kabupaten malang,warung kambing,,
Soto Kambing Dau,,"3H27+456, Karang Ampel, Karangwidoro, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kabupaten malang,warung kambing,,
Warung Sate Gule Bang Tismanto,081335813409,"Depan Balaidesa, Turi, Kucur, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kabupaten malang,warung kambing,ada,
Soto Kambing Sawah,,"3JJ6+PJG, Telasih, Kepuharjo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152",kabupaten malang,warung kambing,,
Sate ayam sate kambing mbak yanti,,"Jl. Panglima Sudirman No.23, Krajan, Gondanglegi Wetan, Kec. Gondanglegi, Kabupaten Malang, Jawa Timur 65174",kabupaten malang,warung kambing,,
Warung Sate Ayam & Kambing Pak Hanafi,,"Jl. Malang No.46-70, Kacangan, Kandangan, Kec. Kandangan, Kabupaten Kediri, Jawa Timur 64294",kabupaten malang,warung kambing,,
Warung Sate Gule,082338443143,"Jalan Raya Krebet Senggrong No.144 RT 02 RW 01, Bululawang, Krebet, Kec. Bululawang, Kabupaten Malang, Jawa Timur 65171",kabupaten malang,warung kambing,tidak,
Sate Ayam & Kambing CAK IWAN,081231867487,"2MH7+HMQ, Jl ters Jl. Danau Kerinci Raya, Keduyo, Mangliawan, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154",kabupaten malang,warung kambing,tidak,
Soto Kambing,,"3HJR+H3Q, Jetis, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kabupaten malang,warung kambing,,
Jual Sate Ayam & Kambing,,"Jl. Raya Sekarpuro No.107, Gempol, Sekarpuro, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154",kabupaten malang,warung kambing,,
Sate ayam dan kambing,,"Jl. Hayam Wuruk, Krajan, Gondanglegi Wetan, Kec. Gondanglegi, Kabupaten Malang, Jawa Timur 65174",kabupaten malang,warung kambing,,
Soto kambing pak nyo,,"Jl. Tunjungtirto No.120, Juwet, Banjararum, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kabupaten malang,warung kambing,,
Sate Ayam & Kambing Madura,,"Jl. Karya Wiguna-Tegalgondo Karangploso No.50, Tunggulwulung, Kec. Lowokwaru, Kota Malang, Jawa Timur 65143",kabupaten malang,warung kambing,,
Sate Ayam Dan Kambing Pak Muhdor,082335123606,"Jl. Slamet Riadi No.28, Lawang, Kec. Lawang, Kabupaten Malang, Jawa Timur 65214",kabupaten malang,warung kambing,ada,
Warung Sate - Gule Kambing Muda,,"Jl. Untung Suropati No.1, Kebonagung, Kec. Purworejo, Kota Pasuruan, Jawa Timur 67111",pasuruan,warung kambing,,
Warung Sate & Gule Bang Lukman,081937944733,"Jl. Panglima Sudirman No.151, Kebonagung, Kec. Purworejo, Kota Pasuruan, Jawa Timur 67116",pasuruan,warung kambing,ada,
Warung Gule BANG ALI,087856975857,"Jl. RA Kartini No.80, Bangilan, Kec. Panggungrejo, Kota Pasuruan, Jawa Timur 67111",pasuruan,warung kambing,ada,
Rumah Makan Sate Kambing & Gule,,"8VGQ+GJ6, Jl. Raya Sambisirah, Pandean, Pleret, Kec. Pohjentrek, Pasuruan, Jawa Timur 67171",pasuruan,warung kambing,,
Barokah sate gule kambing,085103592858,"Jl. Veteran No.21, Bugul Lor, Kec. Panggungrejo, Kota Pasuruan, Jawa Timur 67133",pasuruan,warung kambing,tidak,
Warung Mujib Sate Gule,082141914788,"Jalan Kh.Wachid Hasyim Pasar Mall Poncol Lantai 1,No, 147, Kebonsari, Kec. Panggungrejo, Kota Pasuruan, Jawa Timur 67131",pasuruan,warung kambing,ada,
"Sate Ayam & Kambing, H. Karim Kumala",,"Jl. Sulawesi No.39, Trajeng, Kec. Gadingrejo, Kota Pasuruan, Jawa Timur 67132",pasuruan,warung kambing,,
"Warung Sate ""Hikmah""",087837077014,"Jl. MT. Haryono Gang 24 No.1A, Bugul Lor, Kec. Panggungrejo, Kota Pasuruan, Jawa Timur 67123",pasuruan,warung kambing,ada,
"Sate Ayam & Kambing, Cak Mat",,"Jl. Sulawesi No.48, Trajeng, Kec. Gadingrejo, Kota Pasuruan, Jawa Timur 67132",pasuruan,warung kambing,,
Sate Gule Habib Salim,081293708191,"Sate Jabib, Jl. KH. Mansyur, Kebonsari, Purworejo, Pasuruan City, East Java 67116",pasuruan,warung kambing,ada,
"Kedai Gule Maryam & Sop Kambing ""Bang Nizar""",,"9V4X+68J, Jl. Gajah Mada, Purworejo, Kec. Purworejo, Kota Pasuruan, Jawa Timur 67115",pasuruan,warung kambing,,
Warung Nasi Gulai & Sate Kambing Abah Solikhin,,"Jalan Raya Bendungan RT.03 RW.03, Kraton, Muneng, Bendungan, Kec. Kraton, Pasuruan, Jawa Timur 67154",pasuruan,warung kambing,,
"Warung cangkru'an "" sedia gule kambing",,"9V5F+H72, Unnamed Rd, Pule, Sukorejo, Kec. Pohjentrek, Pasuruan, Jawa Timur 67171",pasuruan,warung kambing,,
Warung Gulai Kacang Hijau Sya' roni,081325048960,"Jl. KH. Abdul Hamid No.54, Karanganyar, Kec. Panggungrejo, Kota Pasuruan, Jawa Timur 67131",pasuruan,warung kambing,ada,
Warung Sate Ayam Cak Sodik,082245581764,"Jl. Untung Suropati No.25, Pohjentrek, Kec. Purworejo, Kota Pasuruan, Jawa Timur 67115",pasuruan,warung kambing,tidak,
Sate dan sop kaki kambing jakarta,,"Jl. Hayam Wuruk No.16, Kebonsari, Kec. Panggungrejo, Kota Pasuruan, Jawa Timur 67114",pasuruan,warung kambing,,
Warung Sate Kambing,,"8V6P+VGH, Jl. Raya Warungdowo Timur, Wr. Dowo Utara, Wr. Dowo, Kec. Pohjentrek, Pasuruan, Jawa Timur 67171",pasuruan,warung kambing,,
Nasi Goreng Kambing,,"Jl. K.H. Hasyim Ashari No.3, Blandongan, Kec. Bugul Kidul, Kota Pasuruan, Jawa Timur 67128",pasuruan,warung kambing,,
Sate Ayam Kambing Madura,,"9W23+WP8, Jl. Hayam Wuruk, Kebonsari, Kec. Purworejo, Kota Pasuruan, Jawa Timur 67115",pasuruan,warung kambing,,
Depot Sate Kambing Mbak Novi,,"Jalan Kh.Wachid Hasyim, Pasar Mall Poncol Lantai Bawah Blok D.007 ,Kebonsari Panggungrejo, Kebonsari, Kec. Panggungrejo, Kota Pasuruan, Jawa Timur 67131",pasuruan,warung kambing,,
Sate Pak H.Karim 2,085749418666,"8VPX+76Q, Purutrejo, Kec. Purworejo, Kota Pasuruan, Jawa Timur 67117",pasuruan,warung kambing,ada,
Gule Abas gading,081252913313,"Jl. Irian Jaya No.22, Gadingrejo, Kec. Gadingrejo, Kota Pasuruan, Jawa Timur 67131",pasuruan,warung kambing,ada,
Warung Sate Kambing Bang Ahmad,,"Jalan Raya Sidogiri,Desa Plinggisan Rt 02 Rw 04, Kraton, Sawah, Plinggisan, Kec. Kraton, Pasuruan, Jawa Timur 67171",pasuruan,warung kambing,,
Sate Ayam H.Heri,087856843218,"Jl. Manggis No.20, Bugul Kidul, Kec. Bugul Kidul, Kota Pasuruan, Jawa Timur 67129",pasuruan,warung kambing,tidak,
Sate Habib Salim Cabang,081259413383,"Jl. KH. Abdul Hamid, Kebonsari, Kec. Panggungrejo, Kota Pasuruan, Jawa Timur",pasuruan,warung kambing,ada,
Sate komo,,"9W55+CJ5, Bangilan, Kec. Panggungrejo, Kota Pasuruan, Jawa Timur 67114",pasuruan,warung kambing,,
"Gulai Kepala Kambing khas Jogja ""Raharjo""",081259775578,"Jl. Raya Kejayan No.69, Krajan, Sladi, Kec. Kejayan, Pasuruan, Jawa Timur 67172",pasuruan,warung kambing,ada,
"Warung Gule & Sate Kambing ""Mbak Hun""",,"Jalan Indrokilo Rt.04 Rw.04 Tanjungsari Tanjungarum, Tanjungsari, Sukorejo, Tanjungsari, Pasuruan, Jawa Timur 67161",pasuruan,warung kambing,,
Warung Sate Cak Mujib,085706877578,"Jalan Raya Cangkringmalang No.20 Cangkringmalang Beji Pasuruan Jawa Timur, Gondang Legi, Cangkringmalang, Kec. Beji, Pasuruan, Jawa Timur 67154",pasuruan,warung kambing,tidak,
Warung Sate Kambing Barokah,,"Pasar Wonorejo Blok B No. 3, Jl. Raya Wonorejo, Pakijangan, Wonorejo, Madurejo, Wonorejo, Kec. Wonorejo, Pasuruan, Jawa Timur 67173",pasuruan,warung kambing,,
warung aqikoh sate gule pasuruan,082257089389,"8RJ5+4R5, Jalan, Kanigoro 1, Kanigoro, Rembang, Pasuruan Regency, East Java 67152",pasuruan,warung kambing,ada,
Sate Bang Hamid,,"Jl. Raya Sidogiri - Warungdowo No.17, Plinggisan, Kec. Kraton, Pasuruan, Jawa Timur 67151",pasuruan,warung kambing,,
Warung Sate Gule Kambing Muda Cak Udin,,"Jl. Raya Bandulan No.15, Pabean, Kejapanan, Kec. Gempol, Pasuruan, Jawa Timur 67155",pasuruan,warung kambing,,
Warung Sate Hj. Shofiyah,085755518020,"Jalan Raya Ngopak RT6 RW8 Arjosari Rejoso, Ngopak, Arjosari, Kec. Rejoso, Pasuruan, Jawa Timur 67181",pasuruan,warung kambing,tidak,
Sate Gule Kambing Muda,08563666830,"Jl. Simpang tiga ex menangas Km 01 banyubiru Pandan, Pandan, Kebonrejo, Kec. Grati, Pasuruan, Jawa Timur 67184",pasuruan,warung kambing,ada,
Sate Gule Kambing Moro Seneng,081553043121,"Jl. Raya Sukorejo No.46, Genengan Wetan, Glagahsari, Kec. Sukorejo, Pasuruan, Jawa Timur 67161",pasuruan,warung kambing,tidak,
Warung Sate Ayam dan Kambing,,"Jl. Apel No.5, Pandean, Kidul Dalem, Kec. Bangil, Pasuruan, Jawa Timur 67153",pasuruan,warung kambing,,
Warung Sate & Gule Kambing,,"6PXJ+9XC, Sengon, Sengonagun, Kec. Purwosari, Pasuruan, Jawa Timur 67162",pasuruan,warung kambing,,
Ternak Kambing Bapak Ghofur,085352222199,"Dusun Turi, Desa, RT.02/RW.02, Sawah, Toyaning, Kec. Rejoso, Pasuruan, Jawa Timur 67181",pasuruan,warung kambing,tidak,
WARUNG KAMBING GULING SATE MADURA,085850444460,"8J4M+JQ3, Jl. Malabar, RT.5/RW.8, Semeru, Prigen, Kec. Prigen, Pasuruan, Jawa Timur 67157",pasuruan,warung kambing,ada,
SATE MADURA. Matrosul,081999509737,"9W32+JCV, Jl. Gajah Mada, Kebonsari, Kec. Purworejo, Kota Pasuruan, Jawa Timur 67115",pasuruan,warung kambing,ada,
Warung Sate Kambing Cakr,,"9PG5+H2F, Jl. Kepulungan, Babat, Randupitu, Kec. Gempol, Pasuruan, Jawa Timur 67155",pasuruan,warung kambing,,
WARUNG SATE AYAM DAN KAMBING,,"Kramat, Sedarum, Kec. Nguling, Pasuruan, Jawa Timur 67485",pasuruan,warung kambing,,
Warung Nasi Gule Sate Kambing Bu Untung,0852367684199,"Jl. Dusun Nguling RT 2 RW 10, Nguling, Susu'an, Nguling, Kec. Nguling, Pasuruan, Jawa Timur 67185",pasuruan,warung kambing,tidak,
WARUNG GULE KIKIL SATE ABAH,082132653104,"9QRP+C35, Nganglang, Tamanan, Oro-Oro Ombokulon, Kec. Rembang, Pasuruan, Jawa Timur 67152",pasuruan,warung kambing,ada,
Depot Makmur - Sate Kambing Jumbo Hotplate,0343631643,"Jl. Ahmad Yani No.39, Kluncing, Petungasri, Kec. Pandaan, Pasuruan, Jawa Timur 67156",pasuruan,warung kambing,,
Sate Kambing Cak Malik,082141055500,"Jl. Raya Malang - Gempol No.29, Bandulan, Kejapanan, Kec. Gempol, Pasuruan, Jawa Timur 67155",pasuruan,warung kambing,ada,
