name,nomer,address,kota,keyword,is_wa,sudah,
Nasi Kebuli Sultan,,"Jl. Bandulan No.49, Bandulan, Kec. Sukun, Kota Malang, Jawa Timur 65146",kota malang,nasi kebuli,,
Nasi Kebuli Arafah,,"Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur",kota malang,nasi kebuli,,
Abah Salman Arabian Food,,"Jl. Perumahan Villa Bukit Tidar No.46 a4 no, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,nasi kebuli,,
Balqis Cathering' Masakan Arab Dan Nusantara,,"Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118",kota malang,nasi kebuli,,
Warung Makan Bu Ji,,"Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,nasi kebuli,,
Arabic Food,,"Jl. Mertojoyo Blk. G No.1, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,nasi kebuli,,
Doan Restaurant Malang,,"Jl. Burangrang No.2, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115",kota malang,nasi kebuli,,
Nasi kebuli palem kurma,,"Jl. Bandung No.18 A, RW.02, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113",kota malang,nasi briyani,,
ADHWA Nasi Biryani & Mandhi,081239077390,"Blok.3c No, Jl. Jembawan IV No.2, Keduyo, Mangliawan, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154",kota malang,nasi briyani,ada,
Nasi kebuli,,"2JXF+V7Q, Jl. Dewandaru Dalam, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,nasi briyani,,
Indian Resto,085646000445,"Jl. Yulius Usman No.22, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117",kota malang,nasi briyani,ada,
Biryani Umma,087792063759,"Jl. Lowokdoro, Gadang, Kec. Sukun, Kota Malang, Jawa Timur",kota malang,nasi briyani,ada,
Nasi Kebuli,,"2JRJ+RM8, Jl. Bungur, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,nasi briyani,,
Abah Salman Arabian Food,,"Jl. Perumahan Villa Bukit Tidar No.46 a4 no, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,nasi briyani,,
Nasi Kebuli Sultan,,"2J68+HFP, Jl. Merpati Utara, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65147",kota malang,nasi briyani,,
Nasi Briyani,,"Jl. Griya Permata Alam No.5, Perun Gpa, Ngijo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152",kota malang,nasi briyani,,
Martabak Agung,0341326575,"Jl. Merdeka Timur No.2F, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119",kota malang,nasi briyani,,
Ayam Bakar Arab Madinah Express Malang,08174801954,"Jl. Hamid Rusdi Tim. Gg.4C No.329, RT.03/RW.15, Bunulrejo, Kec. Blimbing, Kota Malang, Jawa Timur 65123",kota malang,nasi briyani,ada,
"Beras Basmati Malang (Kebuli, Briyani, Mandhi, Kabsah)",08970338139,"Jl. Kb. Jeruk Gg. I No.5, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65141",kota malang,nasi briyani,ada,
Arabic Food,,"Jl. Mertojoyo Blk. G No.1, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,nasi briyani,,
Tareem Online Food,0881026632693,"Simple Cluster, kav no 5, Tunjungsekar, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",kota malang,nasi briyani,ada,
Nasi Goreng India Zulthon,082132027179,"Jl. Mawar No.19, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,nasi briyani,ada,
Dapoer Zie Malang,082123333011,"Jl. Candi Agung I No.32, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",kota malang,nasi briyani,ada,
Doan Restaurant Malang,,"Jl. Burangrang No.2, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115",kota malang,nasi briyani,,
Punjab Indian resto (HALAL),085236890032,"Jl. Syarif Al-Qodri No.6B, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117",kota malang,nasi briyani,tidak,
Nasi Goreng Kambing Candi Panggung,087773101270,"Jl. Candi Panggung No.60, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",kota malang,nasi goreng kambing,tidak,
Nasi Goreng Kambing Rempah,0895412308345,"Jl. Soekarno - Hatta No.413, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,nasi goreng kambing,ada,
Nasi goreng Kambing SULTAN,082231774282,"Jl. Galunggung VII No.17, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115",kota malang,nasi goreng kambing,tidak,
Nasi Goreng Kambing,087715253130,"Jl. Raya Jetis No.60, Jetis, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kota malang,nasi goreng kambing,tidak,
Nasi Gendut Malang,082232090077,"Jl. Kalpataru No.134, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,nasi goreng kambing,ada,
Nasi Goreng Mblebes,085649787470,"Jl. Kerto Raharjo No.76, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",kota malang,nasi goreng kambing,tidak,
Nasi goreng gila lowokwaru,085718550016,"Jl. Soekarno Hatta Indah V No.6, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",kota malang,nasi goreng kambing,tidak,
Nasi Goreng Pak Lukman,,"Jl. MT. Haryono No.35, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",kota malang,nasi goreng kambing,,
Nasi Goreng YuCoFiRam,082139157386,"Jl. Candi Panggung No.4, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",kota malang,nasi goreng kambing,ada,
Nasi goreng Cak Jin,,"Jl. Bandulan Gg. 8 No.487, Bandulan, Kec. Sukun, Kota Malang, Jawa Timur 65146",kota malang,nasi goreng kambing,,
Nasi goreng arema,,"Jl. Slamet Supriadi No.23, Bandungrejosari, Kec. Sukun, Kota Malang, Jawa Timur 65148",kota malang,nasi goreng kambing,,
Nasi Goreng Gandrung,0341552679,"3J35+3GC, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,nasi goreng kambing,,
Nasi Goreng Kambing,,"Jl. MT. Haryono No.1A, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",kota malang,nasi goreng kambing,,
Sate Dan Gule Kambing Bang Fais,,"2JCP+FVC, Jl. Trunojoyo, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65111",kota malang,sate kambing,,
Sate & Gule Kambing,,"Jl. Hamid Rusdi No.10, Bunulrejo, Kec. Blimbing, Kota Malang, Jawa Timur 65126",kota malang,sate kambing,,
Sate Kambing Khas Bola Pelangi,,"2JHP+5CM, Jl. Doktor Sutomo, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111",kota malang,sate kambing,,
Sate Ayam Kambing - Bang Tohir,,"Jl. MT. Haryono No.27c, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",kota malang,sate kambing,,
Warung Sate dan Gule Kambing AL-MARGANI (Sate Klaseman),,"Jl. Raya Candi II No.6-14, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65146",kota malang,sate kambing,,
Depot Sate Kambing Dan Gule ELIAS,,"Jl. Arif Margono No.28a, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117",kota malang,sate kambing,,
Warung Sate-Kambing Abah Acil,,"3J44+C3C, Jalan Tlogomas, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,sate kambing,,
Warung Sate Kambing Rachmad,,"Jl. Besar Ijen No.70-60, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119",kota malang,sate kambing,,
Sate Ayam dan Kambing Cak Sa'i,,"3J26+MRJ, Jl. Watugong, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",kota malang,sate kambing,,
Sate Barokah (Ayam dan Kambing),,"Jl. Ikan Piranha Atas No.NO, Tunjungsekar, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",kota malang,sate kambing,,
Sate Ayam & Sate Kambing Arodam,,"Jl. Taman Dieng Barat No.Kav.8, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146",kota malang,sate kambing,,
Sate Kambing dan Ayam,,"Jl. Kolonel Sugiono 5 No.8, Mergosono, Kec. Kedungkandang, Kota Malang, Jawa Timur 65134",kota malang,sate kambing,,
Sate Gule Bang Ali,081805188010,"2J7G+MHM, JL Sudanco Supriyadi, Pasar Sukun, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117",kota malang,sate kambing,tidak,
"Sate Asli Madura (Ayam, Sapi, Kambing)",,"Ruko Sukarno Hatta, Jl. Soekarno Hatta No.66B, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",kota malang,sate kambing,,
Sate Ayam & Kambing Cak Gondrong,,"Jl. Borobudur No.8, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",kota malang,sate kambing,,
Sate Ayam & Kambing Madura,,"Jl. Karya Wiguna-Tegalgondo Karangploso No.50, Tunggulwulung, Kec. Lowokwaru, Kota Malang, Jawa Timur 65143",kota malang,sate kambing,,
Sate Ayam & Kambing Bukit Barisan Bang ROZY,,"Jl. Bukit Barisan No.31, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146",kota malang,sate kambing,,
Sate Ayam & Kambing Tenes,,"2JM9+CC5, Jl. Surabaya Dalam, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65115",kota malang,sate kambing,,
Sate Ayam Dan Kambing Pertigaan Janti,,"Jl. Janti Bar. No.26, Bandungrejosari, Kec. Sukun, Kota Malang, Jawa Timur 65148",kota malang,sate kambing,,
Sate Ayam Kambing Suramadu,,"Jl. Watu Gong No.13, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",kota malang,sate kambing,,
Sate Abah Toha,087732773906,"Jl. Candi Bajang Ratu No.27, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65142",kota malang,sate kambing,ada,
Sate Ayam & Kambing,,"Jl. Kalpataru No.141, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,sate kambing,,
Sate Ayam dan Kambing,,"Jl. Puncak Mandala, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146",kota malang,sate kambing,,
Sate Ayam dan Kambing Cak Jun,081397978504,"XJXC+8PX, Jl. Janti Bar., Bandungrejosari, Kec. Sukun, Kota Malang, Jawa Timur 65148",kota malang,sate kambing,tidak,
Sate Cak Rahmad,,"Jl. Joyo Agung No.44, RT.01, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,sate kambing,,
Sate Ayam Kambing Madura Madyopuro M Romly,087754459680,"Jl. Danau Jonge No.L26, Madyopuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139",kota malang,sate kambing,ada,
Sate ayam dan kambing aba asrof,,"Jl. Pisang Candi Barat No.37e, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146",kota malang,sate kambing,,
Warung Sate Barokah Pak Sugiono,085100739394,"Jl. Borobudur No.17, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",kota malang,sate kambing,ada,
Sate Sayang Ayam dan Kambing Madura,,"2MH8+2Q5 Karisma Tailor, Jl. Danau Sentani Raya, Madyopuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139",kota malang,sate kambing,,
Sate Ayam Kambing Mantep,085937078048,"Jl. Raya Ki Ageng Gribig RT 02 Rw 01, Kelurahan Lesanpuro, Kecamatan Kedungkandang, Lesanpuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65138",kota malang,sate kambing,ada,
sate ayam kambing cak andik,083115688166,"Jl. Silikat No.58 A, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65126",kota malang,sate kambing,ada,
Sate Ayam & Kambing Aconk,,"2MV4+GPF, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur",kota malang,sate kambing,,
Sate kambing dan sop bu siti,,"Jl. Raya Sekarpuro No.40, Wiagan, Sekarpuro, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154",kota malang,sate kambing,,
Sate Ayam & Kambing Medika,081252426823,"Mulyorejo, Kec. Sukun, Kota Malang, Jawa Timur 65147",kota malang,sate kambing,ada,
Sate Ayam & Kambing Puncak Mandala,081333335861,"Jl. Puncak Mandala No.12, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146",kota malang,sate kambing,tidak,
Sate soto gule krengsengan,08990405353,"Jl. Zaenal Zakse 3 No.69, Kotalama, Kec. Kedungkandang, Kota Malang, Jawa Timur 65136",kota malang,sate kambing,ada,
Sate Malang,,"2J8J+HHM, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119",kota malang,sate kambing,,
"Warung Sate Ayam Legenda ""Pak Man"" Sejak 1981",0895397120067,"Jl. Bantaran TRS. II No.90, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,sate kambing,tidak,
Rojo Sate & Tongseng Solo Abiyan,085747137931,"Jl. Terusan Wisnu Wardana No.2a, RW.01, Keduyo, Mangliawan, Kec. Pakis, Kota Malang, Jawa Timur 65139",kota malang,sate kambing,ada,
Warung sate pak somad,0817750599,"Jl. Bunga Vinolia No.3, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,sate kambing,ada,
Warung Sate Bang Imam,085236264456,"3J5F+H32, Jl. Soekarno Hatta, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,sate kambing,ada,
Depot Bang Saleh,0341475385,"2JRJ+4P5, Jl. Tawangmangu, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,sate kambing,,
Sate Kambing & Kelinci,,"Taman Rekreasi Sengkaling, Jl. Raya Sengkaling, Sengkaling, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kota malang,sate kambing,,
SATe abah acil,0819397985888,"Jalan Gresik No.1 Pujasera Kosabra Gadingkasri Klojen, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65115",kota malang,sate kambing,tidak,
Warung Sate,,"2JPH+HQ6, Jl. J.A. Suprapto II, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65112",kota malang,sate kambing,,
Depot Sate Sayang H. Imam M,081805021666,"Jl. Ki Ageng Gribig No.02, Madyopuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139",kota malang,sate kambing,ada,
Warung sate mbah man,081233277048,"Jl. Tirto Rahayu No.29, Dusun Bend., Landungsari, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",kota malang,sate kambing,ada,
Warung Sate Sudi mampir,082333555112,"Jl. Tawangmangu No.29, 3, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,sate kambing,ada,
Sate ayam batavia kotalama,087859766711,"Jl. Zaenal Zakse 3, Kotalama, Kec. Kedungkandang, Kota Malang, Jawa Timur 65136",kota malang,sate kambing,ada,
Sate Tahu Dinoyo,,"Jl. Raya Blk. A No.167, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,sate kambing,,
Sate Madura,,"Jl. MT. Haryono No.9-14, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",kota malang,sate kambing,,
Sate Klopo Cak Ri Malang,081235464783,"Perum pandanwangi park kavling 53, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65124",kota malang,sate kambing,ada,
Sate Madura Haji Kholil,,"Jl. Laksda Adi Sucipto No.35, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur 65126",kota malang,sate kambing,,
Sate Komoe Aldi,08170507981,"Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119",kota malang,sate kambing,ada,
"Warung Sate Dan Krengsengang Bekicot, CEKER PEDAS,dan NYAMBEK.",085852581672,"2J4W+M6X, C Jl. Muharto Gg. 7, Kotalama, Kec. Kedungkandang, Kota Malang, Jawa Timur 65136",kota malang,sate kambing,tidak,
Warung Sate Sederhana,089688005375,"Jl. Raya Gembrung No.28, Gembrung, Tanjungtirto, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",kota malang,sate kambing,ada,
Sate Manis,0341328221,"Jl. K.H. Hasyim Ashari No.8, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119",kota malang,sate kambing,,
Sate Marlena,085854459822,"Jl. Bauksit No.65, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur",kota malang,sate kambing,tidak,
Sate Ayam Surya Pak Har,,"Jl. A. Yani No.73A, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur 65126",kota malang,sate kambing,,
Sate Manis Yudi,085790848173,"Gg. Manoni II No.168, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65149",kota malang,sate kambing,ada,
Sate Kelapa Arudam,081937712644,"Jl. Gajayana No.574, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",kota malang,sate kambing,ada,
Klathak Abah,0895366730322,"Jl. Akordion Utara No.Kav 21, Puri Dewata, Tunggulwulung, Kec. Lowokwaru, Kota Malang, Jawa Timur 65143",kota malang,sate kambing,ada,
Sate Bang Hajir,082331536418,"Jl. Raya Sumbersari No.286 B, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",kota malang,sate kambing,ada,
Sate Ayam Ponorogo,081233522069,"Jl. Brigjend Slamet Riadi No.87, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119",kota malang,sate kambing,ada,
SATE LAWU,087874424197,"Jl. Danau Sentani Raya No.18 Ruko C5E, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139",kota malang,sate kambing,ada,
Sate manis ngalam mbk lia,085335009361,"Gg. 4 No.19, Ciptomulyo, Kec. Sukun, Kota Malang, Jawa Timur 65148",kota malang,sate kambing,tidak,
Warung Sate Ayam Terminal AT,,"Jl. Himalaya VE 4-5 No.12, Karangwidoro, Kec. Dau, Kota Malang, Jawa Timur 65151",kota malang,sate kambing,,
Sate Ayam Pak Hasan,03417559318,"Jl. Maninjau Raya Blok B3 No.A18, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139",kota malang,sate kambing,,
Sate ayam mas Rizal ex sate Sayang,083832317060,"Jl. Raya Langsep No.17, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65146",kota malang,sate kambing,ada,
SATE GENCHAR MADURA,087754602343,"Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65126",kota malang,sate kambing,tidak,
Sate ayam dan kambing aba asrof,,"Jl. Pisang Candi Barat No.37e, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146",kota malang,masakan kambing,,
Warung Sate-Kambing Abah Acil,,"3J44+C3C, Jalan Tlogomas, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,masakan kambing,,
Sate Dan Gule Kambing Bang Fais,,"2JCP+FVC, Jl. Trunojoyo, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65111",kota malang,masakan kambing,,
Sate & Gule Kambing,,"Jl. Hamid Rusdi No.10, Bunulrejo, Kec. Blimbing, Kota Malang, Jawa Timur 65126",kota malang,masakan kambing,,
Sate Barokah (Ayam dan Kambing),,"Jl. Ikan Piranha Atas No.NO, Tunjungsekar, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",kota malang,masakan kambing,,
Sate ayam kambing echo,087720392975,"3J7X+9V6, Jl. Raden Panji Suroso, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur",kota malang,masakan kambing,ada,
Sate Ayam & Kambing,,"Jl. Kalpataru No.141, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,masakan kambing,,
Sate Gule Ecca eco,081333221986,"Jl. Gede No.28, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65115",kota malang,masakan kambing,ada,
Warung Sate Kambing Rachmad,,"Jl. Besar Ijen No.70-60, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119",kota malang,masakan kambing,,
Rumah Makan Pecel Kepala Kambing,082243301958,"Komplek Pertokoan Sawojajar Indah, Jl. Danau Toba No.A 14, Lesanpuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139",kota malang,masakan kambing,ada,
SATE AYAM DAN KAMBING CAK BADRUN MADURA,081805125503,"Jl. Simpang Sulfat Selatan No.14, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65126",kota malang,masakan kambing,ada,
Sate Ayam dan Kambing Cak Sa'i,,"3J26+MRJ, Jl. Watugong, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",kota malang,masakan kambing,,
Sate Ayam Kambing - Bang Tohir,,"Jl. MT. Haryono No.27c, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",kota malang,masakan kambing,,
Sate Kambing Khas Bola Pelangi,,"2JHP+5CM, Jl. Doktor Sutomo, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111",kota malang,masakan kambing,,
Sate Kambing dan Ayam,,"Jl. Kolonel Sugiono 5 No.8, Mergosono, Kec. Kedungkandang, Kota Malang, Jawa Timur 65134",kota malang,masakan kambing,,
Sate Ayam & Sate Kambing Arodam,,"Jl. Taman Dieng Barat No.Kav.8, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146",kota malang,masakan kambing,,
"Tiga Saudara, Sop Kaki Kambing",,"Jl. Sulawesi No.4, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117",kota malang,masakan kambing,,
Sate Kambing dan Sate Ayam,,"Jl. Batu Permata No.14, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,masakan kambing,,
Kepala kambing malang,,"Jl. Kyai Parseh Jaya No.75, Bumiayu, Kec. Kedungkandang, Kota Malang, Jawa Timur 65135",kota malang,masakan kambing,,
Sate Gule Abah Khas Tulungagung,081234213042,"Ruko Sawojajarmas Blok M No.37 - 38, Sawojajar, Kedungkandang, Malang City, East Java 65139",kota malang,masakan kambing,ada,
Kambing Guling Ladida,081220103767,"Jl. Raya Candi VI No.143 6, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65146",kota malang,masakan kambing,ada,
Soto Kambing,,"3J87+Q7R, Jl. Saxophone, Tunggulwulung, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,masakan kambing,,
Soto Kambing Pak Thosim,,"Jalan Sasando, Kepuharjo, Karangploso, Telasih, Kepuharjo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152",kota malang,masakan kambing,,
Sate cak bayu madura,,"3J7W+PQR, Jl. Pulosari 1, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur 65125",kota malang,masakan kambing,,
Kedai bang salim,082151509283,"Jl. Letjen Sutoyo No.95, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,masakan kambing,ada,
AQIQAH NIKMAT & KAMBING GULING MALANG,081334152995,"Jl. Tegalgondo, RT.15/RW.4, Wunutsari, Tegalgondo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152",kota malang,masakan kambing,ada,
Malang Kambing Guling,085702176726,"Jl. Sudimoro No.mor 006, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",kota malang,masakan kambing,ada,
Soto Kambing Saben Ketangi,,"Dusun Ketangi, RT. 39 / RW. 08, Tegalgondo, Karangploso, Ketani, Tegalgondo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65143",kota malang,masakan kambing,,
Warung Sate & Gule Monggo Kerso,085100136508,"Jl. Raya Kebonagung No.21, Krajan Barat, Kebonagung, Kec. Pakisaji, Kabupaten Malang, Jawa Timur 65162",kota malang,masakan kambing,ada,
Daging kambing malang,081232060817,"Gg. 2 No.85, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur 65126",kota malang,masakan kambing,ada,
Sate Sayang 46,,"Jl. Embong Brantas No.1, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119",kota malang,masakan kambing,,
P Hadi Daging Kambing,0341350991,"2J9H+GGX, Jl. Arif Rahman Hakim, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119",kota malang,masakan kambing,,
Warung Soto Bu Dewi,082244093924,"Jl. Raya Tlogomas No.24, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,masakan kambing,ada,
Arabic Food,,"Jl. Mertojoyo Blk. G No.1, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,masakan arab,,
Balqis Cathering' Masakan Arab Dan Nusantara,,"Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118",kota malang,masakan arab,,
Pawon Arab,,"Jl. Ikan Mas Utara I No.5, Polowijen, Kec. Blimbing, Kota Malang, Jawa Timur 65126",kota malang,masakan arab,,
JAZIRAH FOOD ARABIC TASTE MASAKAN TIMUR TENGAH KOTA MALANG,089530169620,"Jl. Danau Toba E4A no 16, Madyopuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65138",kota malang,masakan arab,ada,
Hadifa Nasi Arab,085731688544,"Jl. Terusan Tj. Putra Yudha V Blk. A No.31A, Tanjungrejo, Kec. Sukun, Kota Malang, Jawa Timur 65147",kota malang,masakan arab,ada,
Nasi kebuli palem kurma,,"Jl. Bandung No.18 A, RW.02, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113",kota malang,masakan arab,,
Sindibad Arab Taste In Every Bite,081222298028,"Jl. Raya Sumbersari No.254, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",kota malang,masakan arab,tidak,
Gorengan Serba Murah Meriah Pak Arab,082329380767,"Jl. Bantaran Gg. 1 No.11, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65141",kota malang,masakan arab,tidak,
عربية مطابق جداوي,081805150363,"Jl. Syarif Al-Qodri No.17a, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117",kota malang,masakan arab,ada,
Abah Salman Arabian Food,,"Jl. Perumahan Villa Bukit Tidar No.46 a4 no, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",kota malang,masakan arab,,
Nasi Kebuli,,"2JRJ+RM8, Jl. Bungur, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",kota malang,masakan arab,,
Alquds Restorant,085895640127,"Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65149",kota malang,masakan arab,ada,
Little India Malang,085173126348,"Perumahan griya shanta ekskutif blok M-506, Kota Malang, Jawa Timur 65141",kota malang,masakan india,tidak,
Indian Taste,081914758594,"Jl. Sunan Muria II No.3, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65149",kota malang,masakan india,ada,
Risol India khas medan,081387865001,"Jl. Borobudur Gg. 4D No.2, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur 65126",kota malang,masakan india,ada,
Warung sate ayam & kambing BERKAH,081554913075,"Sumbernongko, Pagak, Kec. Pagak, Kabupaten Malang, Jawa Timur 65168",kabupaten malang,warung kambing,tidak,
